Navn,Lengdegrad,Breddegrad
Henning skole,11.61189,63.95963
Binde skole,11.71392,64.09204
Egge ungdomsskole,11.48425,64.03101
Beitstad skole,11.39007,64.10969
Kvam skole,11.73387,64.13873
Steinkjer skole,11.50001,64.0116
Hof skole,10.07634,59.53807
Kjeldås skole,10.2367,59.65053
Galleberg skole,10.2158,59.62783
Selvik skole,10.28025,59.5575
Tømmerås skole,10.40219,59.60607
Tangen skole,10.3557,59.68407
Byskogen barneskole,10.41855,59.28262
Træleborg skole,10.42113,59.26468
Ekeberg skole,10.30752,59.47993
Rotsundelv skole,20.70476,69.78643
Storslett skole,21.02416,69.76553
Romolslia skole,10.36462,63.38061
Huseby ungdomsskole,10.35162,63.3634
Nordbygda skule,5.283,60.83065
Foldnes skule,5.11699,60.3667
Ramberg skole,10.62832,59.44161
Grindhaug skole,5.20292,59.25818
Tananger ungdomsskole,5.59922,58.93724
Bore ungdomsskule,5.60194,58.78978
Motland skule,5.64186,58.66115
Skavanger skole,9.62991,59.68175
Auli skole,11.35906,60.03472
Borgen barneskole,11.16869,59.26437
Hoberg skole,11.13421,60.77174
Toso skole,10.42486,60.23787
Longyearbyen skole grunnskole,15.61161,78.21022
Åarjelsaemien Vierhtiesåafoe - Sørsamisk Kunnskapspark,13.990805783360827,65.5986873254533                                      # Hentet fra Google Maps
Åfarnes barne- og ungdomsskole,7.503833721260641,62.65826177732567                                      # Hentet fra Google Maps
Åndalsnes ungdomsskole,7.68419,62.56363
Isfjorden skole,7.78868,62.5777
Åndalsnes barneskole,7.68742,62.56346
Søråshøgda skole,5.31917,60.30273
Flaktveit skole,5.35999,60.46423
Olsvik skole,5.21555,60.38186
Bjørndalsskogen skole,5.24355,60.34785
Storetveit skole,5.34718,60.34594
Rå skole,5.32349,60.29661
Ytrebygda skole,5.27021,60.28686
Loddefjord skole,5.23178,60.36364
Ådnamarka skule,5.47576,60.41145
Haukedalen skole,5.3023,60.46509
Eidsvåg skole,5.30672,60.43691
Nygårdslien skole,5.27372,60.38288
Løvås Oppveksttun - skole,5.29173,60.35355
Ulsmåg skole,5.37585,60.31469
Kalvatræet skole,5.32021,60.44563
Lynghaug skole,5.3,60.35641
Garnes ungdomsskule,5.46504,60.44589
Åstveit skole,5.30942,60.45571
Slåtthaug skole,5.35886,60.31056
Kjøkkelvik skole,5.23113,60.37349
Vadmyra skole,5.22751,60.36008
Ortun skole,5.28775,60.34543
Lyshovden Oppveksttun avd skole,5.29602,60.34307
Damsgård skole,5.30134,60.38207
Mathopen skole,5.21027,60.3342
Holen skole,5.28338,60.38947
Midtun skole,5.35711,60.31419
Kaland skole,5.40501,60.27802
Smørås skole,5.35036,60.302
Paradis skole,5.34255,60.33854
Nattland skole,5.37426,60.33667
Minde skole,5.33648,60.35472
Bønes skole,5.30862,60.3324
Liland skole,5.24585,60.28617
Skjold skole,5.3321,60.30461
Kirkevoll skole,5.34758,60.26477
Sædalen skole,5.39247,60.34953
Søreide skole,5.2709,60.31804
Krokeide skole,5.29528,60.23197
Skeie skole,5.31463,60.28681
Ytre Arna skule,5.43178,60.46208
Garnes skule,5.46343,60.44162
Lone skule,5.45561,60.37672
Tertnes skole,5.28531,60.45686
Haukås skole,5.38484,60.49069
Salhus skule,5.2643,60.50423
Mjølkeråen skole,5.26171,60.48587
Hordvik skole,5.31019,60.51991
Gimle Oppveksttun skole,5.35385,60.37148
Sælen Oppveksttun avd skole,5.28256,60.34678
Varden skole,5.27146,60.33942
Møhlenpris Oppveksttun avd skole,5.32257,60.38309
Christi Krybbe Skoler,5.32777,60.39691
Fridalen skole,5.35982,60.36337
Haukeland skole,5.36169,60.38031
Kronstad Oppveksttun skole,5.34726,60.37556
Krohnengen skole,5.32817,60.40044
Ny Krohnborg skole,5.33353,60.37532
Hellen skole,5.29822,60.42596
Slettebakken skole,5.35826,60.35627
Landås skole,5.370346569667946,60.36322861057981                                      # Hentet fra Google Maps
Seljedalen skole,5.28539,60.36077
Sandgotna skole,5.231,60.36239
Rolland skole,5.30457,60.43762
Blokkhaugen skole,5.31679,60.46695
Tokke skule,7.98636,59.4463
Høydalsmo skule,8.19461,59.49797
Tomter skole,11.00337,59.65808
Knapstad barne- og ungdomsskole,11.0233,59.62481
Sulitjelma skole,16.06957,67.13431
Finneid skole,15.4451,67.25986
Vestmyra skole,15.377,67.26442
Valnesfjord skole,15.17385,67.29413
Mørkvedmarka skole,14.58741,67.2916
Hunstad ungdomsskole,14.54207,67.28237
Kjerringøy oppvekstsenter avd skole,14.75906,67.51988
Skolen i Væran avd skole,13.902173798376914,67.40506762554436                                    # Hentet fra Google Maps - Helligvær skole
Saltvern skole,14.43002,67.28896
Bankgata ungdomsskole,14.39056,67.27995
Alstad ungdomsskole,14.48679,67.27507
Saltstraumen skole,14.62447,67.23607
Løpsmark skole,14.4471,67.31032
Mørkvedbukta skole,14.56412,67.27942
Alstad barneskole,14.48252,67.27429
Aspåsen skole,14.38074,67.2784
Skaug oppvekstsenter avd skole,14.63636,67.38728
Alberthaugen skole,14.42673,67.27406
Hunstad barneskole,14.53933,67.28474
Rønvik skole,14.41914,67.29626
Harstad kommune Øyriket oppvekstsenter - Lundenes barneskole,16.56864,68.87611
Harstad kommune Bergseng barneskole,16.49912842766964,68.80828980465756                                    # Hentet fra Google Maps
Harstad kommune Hagebyen ungdomsskole,16.54273,68.81363
Seljestad ungdomsskole,16.53101,68.78808
Harstad kommune Seljestad barneskole,16.5313,68.78663
Harstad kommune Kanebogen barneskole,16.55953,68.78026
Harstad kommune Kila barne/ungdomskole,16.5624,68.73353
Harstad kommune Sørvik barneskole,16.52667,68.68445
Lierne kommune - Sørli skole,13.83484,64.22318
Lierne kommune - Stortangen skole,13.60014,64.46075
Kjøpsvik skole,16.38699,68.09937
Rognan barneskole,15.39051,67.09741
Bjerkreim skule,6.07568,58.58324
Vikeså skule,6.09315,58.63829
Skjerstad oppvekstsenter avd skole,15.01661,67.23318
Misvær oppvekstsenter avd skole,15.00715,67.12258
Meløy oppvekstsenter avd skole,13.41126,66.82303
Værøy skole,12.69326,67.66374
Hilstad Barne-Og ungdomsskole,12.54393,65.40993
Brønnøysund barneskole avd Nordhus,12.152820846584293,65.46468509990353                                    # Hentet fra Google Maps
Brønnøysund ungdomsskole,12.20908,65.46632
Mellomåsen skole og voksenopplæring,14.44512,67.28754
Stokksund grunnskole og Sfo,10.07953,64.02717
Åset skole,10.22278,63.96302
Brekstad barneskole,9.66148,63.68872
Røyrvik oppvekstsenter Avdeling skole,13.56304,64.88379
Åarjel-Saemiej Skuvle,12.3597,64.24857
Skodje barne- og ungdomsskole avd ungdomsskole,6.67552,62.5042
Sykkylven ungdomsskule,6.58672,62.39465
Stordal skule,7.00787,62.38226
Skjold skule,5.59635,59.50621
Vats skule,5.73173,59.49112
Sandeid oppvekstsenter,5.86425,59.54504
Vikedal skule,5.9087,59.49718
Geiranger skule,7.20477,62.09913
Stranda ungdomsskule,6.91531,62.3069
Ringstad skule,6.93617,62.30733
Kvitsøy skole,5.41226,59.0655
Sauda ungdomsskule,6.3561,59.65241
Vinjar skule avd skule,6.49681,59.48892
Sand skule avd skule,6.25417,59.49154
Nesflaten oppvekstsenter avd skule,6.80696,59.64608
Marvik skule avd skule,6.08545,59.41134
Erfjord skule avd skule,6.21839,59.3546
Nerlandsøy skule,5.58497,62.34097
Moltu skule,5.63595,62.295
Leikanger skule,5.78896,62.23647
Bergsøy skule,5.64275,62.33464
Herøy ungdomsskule,5.64734,62.3336
Risør barneskole,9.21905,58.71646
Mo skule,5.808981998520959,60.8175231763064                                     # Hentet fra Google Maps
Lindesnes læringssenter,7.476693703198468,58.0291243443884                                      # Hentet fra Google Maps
Blomdalen ungdomsskole,7.44282,58.02574
Solund skule,4.83989,61.07471
Flekkefjord ungdomsskole,6.66775,58.30325
Lillesand kommune - Høvåg skole,8.21695,58.1593
Lillesand kommune - Borkedalen skole,8.3636,58.24406
Smiodden skole,5.6069,58.96831
Madlavoll skole,5.69083,58.94278
Gausel skole,5.73383,58.89839
Gosen skole,5.68416,58.94099
Kvernevik skole,5.60541,58.96676
Kristianslyst skole,5.73433,58.93773
St. Svithun skole,5.74042,58.9648
Revheim skole,5.64228,58.95224
Tastaveden skole,5.70084,58.97967
Hinna skole,5.72237,58.91783
Kannik skole,5.72217,58.96448
Sunde skole,5.62086,58.96177
Hafrsfjord skole,5.65594,58.94306
Madlamark skole,5.67873,58.95026
Hundvåg skole,5.7327,58.99649
Tasta skole,5.67992,58.98373
Jåtten skole,5.72432,58.91515
Vaulen skole,5.73281,58.93094
Ullandhaug skole,5.72398,58.95014
Auglend skole,5.72569,58.94713
Kampen skole,5.71643,58.97211
Eiganes skole,5.70729,58.96494
Våland skole,5.73271,58.96224
Storhaug skole,5.74178,58.96641
Nylund skole,5.7501,58.96482
Buøy skole,5.73477,58.98568
Vardenes skole,5.6828,58.99561
Vassøy skole,5.78584,58.9977
Roaldsøy skole,5.76377,58.99338
Godeset skole,5.71442,58.90037
Austbø skole,5.73553,58.9953
Kyrkjevollen skole,5.83925,58.92704
Maudland skole,5.8712,58.91924
Riska ungdomsskole,5.84626,58.92644
Aspervika skole,5.76283,58.86538
Øygard ungdomsskole,5.765,58.85331
Høyland ungdomsskole,5.74179,58.8436
Skeiane ungdomsskole,5.72032,58.84747
Giske ungdomsskole,5.72829,58.86182
Iglemyr skole,5.75451,58.8442
Hommersåk skole,5.8496,58.92608
Sviland skule,5.82066,58.82789
Hana skole,5.77538,58.8555
Austrått skole,5.73992,58.84191
Figgjo skole,5.80561,58.78729
Ganddal skole,5.7112262,58.82331819999999
Sandved skole,5.71629,58.84072
Malmheim skole,5.66012,58.83321
Stangeland skole,5.71595,58.85583
Trones skole,5.73342,58.85623
Lura skole,5.73613,58.87585
Eiken skule,7.19712,58.48709
Lunde 10-Årige skole,9.10091,59.30603
Holla 10-Årige skole,9.26229,59.27975
Krødsherad skole,9.78741,60.12389
Gol skule,8.93703,60.7053
Lindhøy skole,10.40185744078558,59.10873867386003                                      # Hentet fra Google Maps
Andebu ungdomsskole,10.17186,59.30476
Borre ungdomsskole,10.45101,59.38023
Lysheim skole,10.41397,59.38348
Åsgården skole,10.45507,59.34832
Granly skole,10.46178,59.39807
Fagerheim skole,10.37363,59.42614
Orerønningen ungdomsskole,10.44858,59.43245
Holtan ungdomsskole,10.46584,59.4117
Nordskogen skole,10.45395,59.41714
Sentrum skole,10.47922,59.4138
Nordbytun ungdomsskole,10.764,59.72513
Ås ungdomsskole,10.80045,59.67039
Nordby skole,10.76232,59.72508
Rustad skole,10.8112,59.66595
Åsgård skole,10.78664,59.66356
Brønnerud skole,10.75073,59.66396
Trøgstad ungdomsskole,11.32234,59.63847
Havnås oppvekstsenter avd skole,11.41263,59.61634
Skjønhaug skole,11.32307,59.63792
Båstad skole,11.2948,59.6914
Aurskog-Høland kommune - Rømskog skole,11.81046,59.74915
Marker kommune - Marker skole,11.65813,59.47781
Sørvær oppvekstsenter Avdeling skole,21.98512,70.6301
Breivikbotn skole,22.30278,70.59154
Fuglenes skole,23.66502,70.67368
Sakshaug skole,11.28499,63.87891
Karasjok skole,25.53238,69.46748
Mottaksskolen,8.01744,58.15611
Voksenopplæring Kongsgård,8.01744,58.15611
Åsane skole,7.94784,58.1197
Kringsjå skole,8.11303,58.12694
Heståsen skole,8.09535,58.17582
Strømme skole,8.08117,58.15278
Brattbakken skole,8.09116,58.17874
Vardåsen skole,8.05917,58.14542
Ve skole,8.11058,58.20779
Justvik skole,8.03013,58.20386
Fagerholt skole,8.03386,58.17963
Oddemarka skole,8.01463,58.15697
Lovisenlund skole,8.00956,58.15638
Wilds Minne skole,8.02463,58.14991
Vigvoll skole,8.09031,58.1759
Mosby oppvekssenter skole,7.92477,58.22024
Krossen skole,7.9538,58.15391
Grim skole,7.97015,58.14861
Solholmen skole,7.9698,58.14752
Karl Johans Minne skole,7.95581,58.14856
Hellemyr skole,7.93593,58.14741
Slettheia skole,7.96148,58.13289
Fiskå skole,7.95479,58.12599
Vågsbygd skole,7.95702,58.12392
Møvig skole,7.9725,58.10477
Voiebyen skole,7.94903,58.10069
Sjøstrand skole,7.97662,58.10166
Hellemyr skole Kompetanse,7.93593,58.14741
Steigenskolen Nordfold,15.22594,67.76278
Vaksdal skule,5.74153,60.47568
Salangen kommune Salangen skole,17.84346,68.87409
Vang barne- og ungdomsskule,8.59275,61.13115
Vestre Slidre skule,8.98362,61.08754
Nord-Aurdal ungdomsskole,9.24099,60.98847
Sør-Aurdal ungdomsskole,9.55003,60.82239
Hedalen barne- og ungdomsskole,9.74319,60.60512
Bagn skule,9.54876,60.82359
Bergerbakken skole,10.34968,60.22539
Gausdal ungdomsskole,10.14488,61.19959
Øyer ungdomsskole,10.44383,61.23518
Beiarn barne- og ungdomsskole,14.57322,67.00729
Varden ungdomsskole,10.25621,59.12102
Ranvik ungdomsskole,10.21293,59.11691
Bugården ungdomsskole,10.18765,59.13421
Breidablikk ungdomsskole,10.22927,59.14548
Virik skole,10.20424,59.12552
Vesterøy skole,10.26253,59.09515
Unneberg skole,10.25139,59.15297
Sande skole,10.22841,59.13768
Ormestad skole,10.25524,59.1161
Mosserød skole,10.20819,59.14726
Krokemoa skole,10.17324,59.13375
Helgerød skole,10.28376,59.15068
Haukerød skole,10.1865,59.14619
Gokstad skole,10.253,59.1321
Framnes skole,10.23705,59.11959
Fevang skole,10.23103,59.19085
Bøleråsen skole,10.85455,59.76466
Kråkstad skole,10.88566,59.67799
Haugjordet ungdomsskole,10.84418,59.76398
Magasinparken ungdomsskole,10.82614,59.71498
Skotbu skole,10.94862,59.65864
Siggerud skole,10.88924,59.79073
Langhus skole,10.83893,59.7472
Finstad skole,10.82192,59.71566
Hebekk skole,10.8328,59.72507
Ski skole,10.84551,59.72139
Lavangen skole,17.81291,68.74715
Ibestad skole,17.15629,68.78571
Gratangsbotn skole,17.69413,68.67249
Høylandet barne- og ungdomsskole,12.2909,64.62504
Strupe ungdomsskole,11.37211,59.13728
Rødsberg ungdomsskole,11.38407,59.12503
Risum ungdomsskole,11.40532,59.11504
Låby skole,11.3652,59.13056
Hjortsberg skole,11.38316,59.14053
Berg skole,11.29827,59.12453
Ris skole,10.70866,59.94617
Midtstuen skole,10.68744,59.96053
Lofsrud skole,10.82768,59.84591
Lønnebakken skole,10.85813,59.94578
Oslo voksenopplæring Nydalen,10.7674,59.94963
Stasjonsfjellet skole,10.92821,59.94918
Øraker skole,10.63888311383184,59.92558610470074                                      # Hentet fra Google Maps
Nordseter skole,10.795221283141432,59.866861480947016                                      # Hentet fra Google Maps
Bjørnsletta skole,10.64334,59.9286
Brannfjell skole,10.7827,59.88787
Hauketo skole,10.81314,59.83854
Haugerud skole,10.85941,59.92252
Haugenstua skole,10.91867,59.95438
Ellingsrud skole,10.924865569651951,59.93263733114173                                      # Hentet fra Google Maps
Lysejordet skole,10.63805,59.93711
Bjørndal skole,10.83669,59.82596
Jeriko skole,10.88597,59.93375
Mortensrud skole,10.82599,59.8469
Toppåsen skole,10.79993,59.83252
Nedre Bekkelaget skole,10.77146,59.88104
Lindeberg skole,10.87997,59.93138
Bjøråsen skole,10.90012,59.97083
Bakås skole,10.91053,59.9377
Hallagerbakken skole,10.79135,59.84106
Svarttjern skole,10.90046,59.96804
Årvoll skole,10.81419,59.94466
Østensjø skole,10.83071,59.89976
Vålerenga skole,10.78982,59.90701
Voksen skole,10.65284,59.95448
Vinderen skole,10.70624,59.94155
Vestli skole,10.928007254309227,59.9714504776628                                      # Hentet fra Google Maps
Veitvet skole,10.85387,59.94205
Uranienborg skole,10.7182,59.9201
Ullevål skole,10.73334,59.94216
Tåsen skole,10.75146,59.95317
Tøyen skole,10.7732,59.91492
Tveita skole,10.83863,59.91361
Trosterud skole,10.85828,59.92303
Trasop skole,10.85059,59.9049
Tonsenhagen skole,10.82943,59.94626
Sørkedalen skole,10.61329,60.01719
Stovner skole,10.92697,59.95617
Smestad skole,10.6828,59.93254
Slemdal skole,10.69265,59.95102
Sinsen skole,10.78468,59.93525
Sagene skole,10.75928,59.93079
Rødtvet skole,10.85759,59.9536
Ruseløkka skole,10.72564,59.91345
Tiurleiken skole,10.8938,59.96241
Rommen skole,10.91442,59.96737
Prinsdal skole,10.81382,59.83805
Oppsal skole,10.84289,59.89785
Nøklevann skole,10.84954,59.87692
Nordtvet skole,10.87261,59.95168
Nordstrand skole,10.79401,59.86078
Rosenholm skole,10.785128177057043,59.829896238764235                                      # Hentet fra Google Maps
Møllergata skole,10.75041,59.91819
Munkerud skole,10.81110424081323,59.85918221980321                                      # Hentet fra Google Maps
Marienlyst skole,10.72264,59.93529
Maridalen skole,10.76352,60.00444
Majorstuen skole,10.71365,59.92933
Refstad skole,10.80646,59.93758
Ljan skole,10.78593,59.84714
Linderud skole,10.83381,59.94011
Lilleborg skole,10.65405,59.94162
Lambertseter skole,10.81567,59.87116
Lakkegata skole,10.76764,59.91995
Korsvoll skole,10.75127,59.96414
Klemetsrud skole,10.84423,59.83522
Kjelsås skole,10.78511,59.96544
Oslo voksenopplæring Skullerud,10.841806740813468,59.86712779407268                                     # Hentet fra Google Maps
Kampen skole,10.78283,59.91307
Ila skole,10.74593,59.92736                     # Oslo
Høyenhall skole,10.81253,59.90002
Høybråten skole,10.92523,59.94678
Huseby skole,10.6526,59.946
Hasle skole,10.78967,59.922
Grorud skole,10.88356,59.95834
Grefsen skole,10.77322,59.95493
Furuset skole,10.89123,59.93922
Ellingsrudåsen skole,10.86177,59.94606
Ekeberg skole,10.785,59.8954
Bøler skole,10.84927,59.88375
Bygdøy skole,10.67636,59.90501
Bryn skole,10.82328,59.91385
Bolteløkka skole,10.73482,59.92763
Grindbakken skole,10.64662,59.96769
Bjølsen skole,10.75789,59.93922
Bestum skole,10.6543,59.92408
Bekkelaget skole,10.78476,59.88263
Ammerud skole,10.87368,59.96511
Abildsø skole,10.82539,59.88137
Orkanger barneskole,9.85206,63.30718
Årlivoll skole,9.74401,63.17173
Gjølme skole,9.80668,63.31801
Evjen skole,9.840548442794972,63.287095261984625                                      # Hentet fra Google Maps
Grøtte skole,9.81036,63.2613
Orkanger ungdomsskole,9.852107796763272,63.306007189918624                                     # Hentet fra Google Maps
Klæbu ungdomsskole,10.46455,63.30501
Strønstad skole,14.755,68.43353
Sandnes skole,14.90964,68.58418
Melbu skole,14.80415,68.5034
Innlandet skole,15.21744,68.5573
Jessheim videregående skole,11.16245,60.14608
Lørenskog videregående skole,10.98476,59.93214
Nesodden videregående skole,10.67788,59.83965
Nordby skole,11.09425,59.86534
Blystadlia skole,11.04069,59.93129
Sandbekken ungdomsskole og oppvekstsenter,11.03019,59.9337
Marikollen ungdomsskole,11.06303,59.9238
Løvenstad skole,11.02732,59.93631
Fjerdingby skole og Ressursavdeling,11.06372,59.92602
Rud skole,11.043,59.94548
Tønsberg kommune læringssenter Norsk- og Grunnskoleopplæring,10.41573,59.29502
Kvelde skole,9.96789,59.19133
Mellomhagen ungdomsskole,10.07336,59.03938
Hedrum ungdomsskole,10.0535,59.06692
Brunla ungdomsskole,10.02193,59.00337
Østre Halsen skole,10.06517,59.03666
Tjodalyng skole,10.12598,59.05468
Stavern skole,10.03345,58.99652
Sky skole,9.98482,59.05356
Langestrand skole,10.01126,59.04888
Hvarnes skole,9.9357,59.28855
Hedrum barneskole,10.07234,59.08762
Berg skole,9.8717156,58.9865508
Aurskog-Høland kommune - Aursmoen skole,11.438572371504149,59.9320652155277                                      # Hentet fra Google Maps
Aurskog-Høland kommune - Bråte skole,11.45307,59.72223
Aurskog-Høland kommune - Løken skole,11.46546,59.79699
Aurskog-Høland kommune - Bjørkelangen skole,11.56069,59.87543
Aurskog-Høland kommune - Setskog oppvekstsenter - skole,11.72072,59.83092
Aurskog-Høland kommune - Haneborg skole,11.54327,59.92754
Mykland skole,8.29542,58.6324
Blakstadheia skole avd skole,8.65559,58.5042
Froland ungdomsskole,8.62979,58.51321
Vestbygd skole,15.50801,68.34771
Lødingen skole,15.97535,68.40897
Straume skole,14.47901,68.68822
Steine skole,14.46231,68.61784
Eidet skole,14.59625,68.73479
Bø ungdomsskole,14.59184,68.72176
Lagård ungdomsskole,6.01546,58.46511
Grøne Bråden skole,6.00737,58.46821
Hellvik skole,5.88717,58.48265
Helleland skole,6.13279,58.53281
Høyanger skule,6.07506,61.22182
Vanvikan skole,10.22184,63.55566
Testmann Minne skole,10.60593,63.68048
Torstad ungdomsskole,10.48074,59.86217
Solvang ungdomsskole,10.42444,59.83968
Risenga ungdomsskole,10.44142,59.82584
Landøya ungdomsskole,10.49771,59.86008
Hovedgården ungdomsskole,10.43612,59.78488
Borgen ungdomsskole,10.41971,59.82651
Vettre skole,10.4692,59.8256
Rønningen skole,10.42884,59.81791
Nesøya skole,10.51763,59.86902
Jansløkka skole,10.44209,59.84877
Billingstad skole,10.4736,59.87477
Hofstad skole,10.4721,59.84771
Heggedal skole,10.44452,59.792
Hagaløkka skole,10.42168,59.83019
Drengsrud skole,10.40287,59.82952
Bondi skole,10.43876,59.82418
Trømborg skole,11.36336,59.50686
Tenor skole,11.25838,59.5783
Mysen skole,11.33705,59.55546
Kirkefjerdingen skole,11.26562,59.52393
Sør-Roan skole,10.17753,64.15115
Kongsvinger ungdomsskole,12.01399,60.19105
Roverud skole,12.06228,60.25801
Austmarka barne- og ungdomsskole,12.32418,60.10089
Vennersberg skole,12.02627,60.17609
Langeland skole,11.9916,60.19885
Brandval skole,12.0073,60.32176
Fedje skule,4.72008,60.77817
Lerstad barneskole,6.30728,62.46846
Blindheim ungdomsskole,6.37996,62.43894
Kolvikbakken ungdomsskole,6.2141,62.47227
Spjelkavik ungdomsskole,6.3686,62.46177
Åse skole,6.32938,62.46342
Skarbøvik ungdomsskole,6.11207,62.46327
Volsdalen skole,6.19022,62.47128
Aspøy skole,6.14652,62.47256
Larsgården skole,6.23989,62.47478
Blindheim barneskole,6.35744,62.43791
Ellingsøy barne- og ungdomsskole,6.19556,62.4933
Emblem skule,6.45535,62.43735
Hessa skole,6.12926,62.45845
Stokke og Vik skole,6.32657,62.4953
Spjelkavik barneskole,6.36933,62.46065
Skjervøy barneskole,20.96871,70.03384
Aremark skole,11.6958,59.22197
Tynset ungdomsskole,10.77664,62.27285
Tynset barneskole og Sfo,10.77894,62.27303
Kvikne skole og Sfo,10.32449,62.56138
Fåset skole og Sfo,10.658671030469542,62.258944594823                                      # Hentet fra Google Maps
Sørreisa barneskole,18.15972,69.14558
Skøelv skole,18.06071,69.13241
Manndalen skole,20.52628,69.52621
Olderdalen skole,20.5345,69.60517
Kvænangen barne- og ungdomsskole,22.04125,69.9322
Vannareid oppvekstsenter avd skole,19.97869,70.07301
Hansnes barne- og ungdomsskole,19.60636,69.96157
Vannvåg oppvekstsenter avd skole,19.97869,70.07301
Sodin skole,9.089,63.29103
Tromsø kommune Voksenopplæringa,18.92443,69.63692
Lunheim skole,19.04069,69.67136
Slettaelva skole,18.89575,69.70306
Krokelvdalen skole,19.07405,69.68127
Vikran skole,18.77986,69.5427
Trondjord skole,18.86755,69.84049
Tromstun skole,19.01452,69.65042
Tromsdalen skole,18.9948,69.64762
Straumsbukta skole,18.62883,69.57629
Sommerlyst skole,18.93491,69.6523
Skjelnan skole,19.08108,69.69041
Skittenelv skole,19.33312,69.77503
Selnes skole,18.84686,69.68762
Sandnessund skole,18.87982,69.69717
Ramfjord skole,19.18583,69.55979
Prestvannet skole,18.94372,69.66
Mortensnes skole,18.938908650458448,69.6844730795124                                      # Hentet fra Google Maps
Lakselvbukt skole,19.64567,69.4334
Kvaløysletta skole,18.88026,69.69666
Hillesøyskolen Kattfjord skole,18.27521,69.58181
Gyllenborg skole,18.950765624160347, 69.6519633777845                                      # Hentet fra Google Maps
Grønnåsen skole,18.9648,69.67647
Hillesøyskolen Brensholmen skole,18.04812,69.59884
Borgtun skole,18.96876,69.67471
Bjerkaker skole,18.92385,69.63461
Rekustad skole,10.98973,59.26538
Nylende skole,10.97499,59.30341
Hauge skole,10.9882,59.25348
Rød skole Onsøy,10.88428,59.20716
Manstad skole,10.76933,59.26846
Hurrød skole,10.90182,59.2252
Gressvik ungdomsskole,10.90469,59.21869
Rød skole Kråkerøy,10.91056,59.19518
Rødsmyra skole,10.92706,59.19916
Kråkerøy ungdomsskole,10.91976,59.19046
Trosvik skole,10.92619,59.22581
Trara skole,10.93902,59.21932
Nøkleby skole,10.96784,59.23107
Kvernhuset ungdomsskole,10.93332,59.23565
Cicignon skole,10.95104,59.20706
Gudeberg barne- og ungdomsskole,10.96175,59.20535
Årum skole,11.09221,59.2617
Torsnes skole,11.04961,59.18611
Torp skole,11.0246,59.24528
Kjølberg skole,11.00118,59.22836
Borge skole,11.04665,59.22495
Begby barne- og ungdomsskole,11.01017,59.21549
Borge ungdomsskole,11.00929,59.23095
Statland skole,11.13419,64.49706
Sagvåg skule,5.37949,59.78091
Leirvik skule,5.49399,59.77837
Langeland skule,5.47376,59.76807
Hystad skule,5.51387,59.79724
Stord ungdomsskule,5.49056,59.77601
Nysæter ungdomsskule,5.39783,59.7838
Viggja oppvekstsenter Avdeling skole,9.98998,63.34311
Jåren-Råbygda oppvekstsenter avd skole,9.97261,63.25318
Børsa skole,10.06652,63.32582
Buvik skole,10.18207,63.31117
Skaun ungdomsskole,10.0634,63.32448
Svelvik ungdomsskole,10.40504,59.60547
Ørsta ungdomsskule,6.13383,62.19628
Kvenvær oppvekstsenter avd skole,8.39729,63.53538
Knarrlagsund oppvekstsenter avd skole,9.07802,63.66509
Strand oppvekstsenter avd skole,9.15351,63.54327
Fillan skole,8.97428,63.60207
Barman oppvekstsenter avd skole,8.84998,63.62197
Lundamo ungdomsskole,10.2848,63.15079
Gimse ungdomsskole,10.261115992531773,63.2862320963262                                      # Hentet fra Google Maps
Rosmælen skole,10.27364,63.22641
Lundamo skole,10.28805,63.15123
Høyeggen skole,10.29675,63.28647
Hovin skole,10.22664,63.10668
Gåsbakken skole,9.96917,63.11695
Gimse skole,10.26191,63.28667
Flå skole,10.31645,63.19656
Laupstad skole,14.74114,68.35635
Kabelvåg skole,14.46592,68.21688
Henningsvær skole,14.20043155647906,68.15217580400665                                     # Hentet fra Google Maps
Digermulen skole,14.98707,68.30979
Strauman oppvekstsenter,14.34713,68.28585
Svolvær skole,14.56018,68.23868
Laukvik skole,14.47153,68.39043
Skrova skole,14.66226,68.1694
Halsan barneskole,11.30809,63.72404
Eid ungdomsskule,5.99197,61.91189
Gjellerås skole,11.00026,59.96606
Sophie Radich skole,11.03768,59.96679
Stav skole,10.99951,59.96331
Holtålen kommune Haltdalen oppvekstsenter avd skole,11.17068,62.92059
Holtålen kommune Hov skole,11.29225,62.84248
Eineåsen skole,10.48083,59.93006
Ramstad skole,10.57309,59.90553
Østerås skole,10.60761,59.93913
Hauger skole,10.50648,59.91018
Gjettum skole,10.53236,59.90745
Hosletoppen skole,10.58697,59.94113
Bjørnegård skole,10.49832,59.88734
Bekkestua skole,10.5877876561597,59.92300077459683                                      # Hentet fra Google Maps
Tanum skole,10.47688,59.88549
Stabekk skole,10.59296,59.91581
Skui skole,10.44728,59.92762
Bryn og Hammerbakken skole Hammerbakken skole,10.50096,59.92557
Lysaker skole,10.61738,59.9095
Lommedalen skole,10.47331,59.96053
Levre skole,10.50912,59.9071
Anna Krefting skole,10.51222,59.94905
Jong skole,10.50994,59.88761
Jar skole,10.627211869651484,59.9200113420052                                      # Hentet fra Google Maps
Høvik Verk skole,10.57025,59.89361
Høvik skole,10.57105,59.90239
Hosle skole,10.58457,59.93436
Haslum skole,10.57275,59.92447
Grav skole,10.6083,59.92875
Evje skole,10.51602,59.899
Eiksmarka skole,10.624,59.94823
